date,region,reason
2022-06-04,Bangalore,Economy
2021-04-28,Pune,Election
2020-01-11,Delhi,Health
2019-06-27,Chennai,Natural Calamity
2019-09-18,Delhi,Health
2022-06-21,Hyderabad,Election
2017-12-07,Delhi,Economy
2021-12-11,Delhi,Election
2014-09-07,Hyderabad,Health
1945-12-07,Bangalore,Social Issues
2022-04-23,Delhi,Health
1989-01-21,Mumbai,Health
2022-03-13,Hyderabad,Natural Calamity
2020-05-04,Kolkata,Health
2020-11-21,Ahmedabad,Economy
2019-03-28,Bangalore,Election
1987-07-15,Chennai,Health
2021-08-14,Hyderabad,Health
2021-09-20,Hyderabad,Election
2017-01-27,Mumbai,Health
2020-06-07,Delhi,Economy
2020-05-09,Pune,Economy
2022-06-10,Mumbai,Economy
2019-04-24,Mumbai,Social Issues
2020-06-08,Delhi,Economy
2020-05-25,Hyderabad,Natural Calamity
2021-01-08,Bangalore,Economy
1999-12-12,Delhi,Health
2019-11-27,Ahmedabad,Election
2021-08-11,Mumbai,Economy
1999-12-01,Ahmedabad,Health
2021-02-23,Mumbai,Economy
2022-05-23,Mumbai,Election
1972-01-14,Mumbai,Natural Calamity
2021-01-21,Ahmedabad,Economy
1999-05-05,Pune,Natural Calamity
2022-07-23,Hyderabad,Health
2021-03-15,Mumbai,Natural Calamity
2023-02-07,Mumbai,Economy
2021-01-12,Mumbai,Health
2020-06-11,Delhi,Economy
2021-07-27,Pune,Economy
2017-10-11,Delhi,Election
2018-07-05,Lucknow,Health
1970-01-15,Mumbai,Economy
2020-04-01,Mumbai,Natural Calamity
2018-07-04,Mumbai,Economy
2019-06-06,Lucknow,Economy
2020-07-27,Delhi,Health
2022-09-25,Pune,Social Issues
2022-02-08,Mumbai,Election
2021-12-02,Delhi,Election
2020-01-16,Jaipur,Health
2022-04-29,Pune,Social Issues
2021-05-07,Bangalore,Social Issues
2020-10-20,Jaipur,Economy
2022-05-18,Mumbai,Health
2020-03-11,Kolkata,Economy
2017-07-28,Mumbai,Natural Calamity
2020-07-12,Delhi,Natural Calamity
2014-09-17,Delhi,Health
2018-08-22,Delhi,Health
2021-06-27,Delhi,Health
2020-10-05,Mumbai,Natural Calamity
2021-12-29,Kolkata,Social Issues
2021-01-14,Delhi,Health
2020-10-09,Kolkata,Social Issues
2020-01-03,Mumbai,Health
1993-06-04,Mumbai,Economy
2022-07-20,Delhi,Health
1906-08-23,Delhi,Natural Calamity
2022-11-13,Kolkata,Election
2021-10-08,Mumbai,Election
2019-09-02,Mumbai,Economy
2014-09-07,Delhi,Social Issues
2021-03-10,Delhi,Health
2022-06-15,Pune,Social Issues
2010-03-06,Delhi,Social Issues
2020-09-01,Bangalore,Natural Calamity
2021-03-09,Delhi,Election
2021-03-13,Delhi,Economy
2021-06-27,Delhi,Economy
2021-09-13,Delhi,Health
2020-08-24,Pune,Economy
2019-07-01,Mumbai,Economy
2019-10-15,Mumbai,Natural Calamity
2020-04-22,Delhi,Economy
2021-04-08,Mumbai,Health
2018-04-23,Bangalore,Election
2020-06-06,Ahmedabad,Economy
2020-06-11,Delhi,Health
2021-09-15,Delhi,Economy
2020-02-15,Hyderabad,Health
1910-06-09,Pune,Natural Calamity
2020-08-01,Delhi,Economy
2022-04-06,Delhi,Election
2021-11-02,Delhi,Natural Calamity
2020-10-01,Mumbai,Natural Calamity
2020-06-25,Bangalore,Economy
2021-06-12,Delhi,Election
2014-08-16,Mumbai,Economy
2022-02-04,Delhi,Economy
2020-05-13,Delhi,Economy
2020-06-15,Ahmedabad,Health
2022-07-20,Delhi,Health
2019-10-28,Bangalore,Economy
2021-03-08,Lucknow,Social Issues
2019-07-01,Mumbai,Economy
2020-11-08,Bangalore,Health
2019-08-19,Delhi,Health
2020-12-11,Delhi,Social Issues
1967-07-10,Mumbai,Natural Calamity
2021-01-16,Ahmedabad,Natural Calamity
2022-02-06,Bangalore,Election
2020-07-29,Mumbai,Economy
2022-08-15,Mumbai,Natural Calamity
2023-01-15,Bangalore,Economy
2021-05-07,Delhi,Natural Calamity
2019-10-18,Lucknow,Natural Calamity
2022-02-16,Chennai,Health
2018-08-01,Hyderabad,Health
2016-11-29,Bangalore,Social Issues
2020-03-21,Kolkata,Economy
2018-02-20,Delhi,Natural Calamity
2020-07-01,Bangalore,Economy
2016-03-01,Delhi,Social Issues
2021-07-13,Delhi,Natural Calamity
2021-01-05,Kolkata,Health
2019-01-15,Delhi,Election
2020-09-25,Delhi,Economy
2020-02-25,Delhi,Social Issues
2020-04-07,Delhi,Economy
2022-07-13,Hyderabad,Natural Calamity
1973-10-27,Mumbai,Natural Calamity
2021-10-29,Hyderabad,Economy
2021-06-20,Delhi,Health
2018-07-02,Delhi,Natural Calamity
2021-01-17,Delhi,Health
2021-08-25,Mumbai,Economy
2020-04-17,Mumbai,Natural Calamity
2020-02-06,Mumbai,Natural Calamity
2021-03-17,Mumbai,Social Issues
2020-10-08,Pune,Natural Calamity
1998-05-20,Mumbai,Economy
2021-06-19,Delhi,Health
2020-06-01,Ahmedabad,Economy
2023-01-12,Lucknow,Health
2021-02-12,Mumbai,Economy
2020-04-06,Ahmedabad,Social Issues
2017-10-06,Mumbai,Natural Calamity
2019-06-10,Mumbai,Natural Calamity
1967-06-01,Delhi,Election
2021-01-05,Ahmedabad,Economy
2012-11-30,Delhi,Economy
2022-06-13,Delhi,Election
2021-08-24,Hyderabad,Health
2019-09-09,Bangalore,Election
2020-05-03,Bangalore,Natural Calamity
2019-08-04,Mumbai,Economy
2020-03-09,Ahmedabad,Natural Calamity
2020-09-10,Delhi,Health
2021-07-30,Mumbai,Health
2020-12-18,Delhi,Health
2019-05-17,Delhi,Social Issues
2014-06-16,Delhi,Election
2022-08-02,Hyderabad,Election
2020-06-15,Delhi,Economy
1980-01-01,Pune,Natural Calamity
2020-07-05,Mumbai,Economy
2021-01-31,Delhi,Health
2020-08-04,Delhi,Election
2014-03-18,Delhi,Economy
2018-04-02,Delhi,Health
2019-07-01,Delhi,Economy
2013-01-01,Hyderabad,Health
2020-03-05,Delhi,Economy
2020-02-17,Mumbai,Social Issues
2021-01-17,Delhi,Social Issues
2021-09-03,Bangalore,Economy
2017-05-06,Mumbai,Health
2020-09-19,Delhi,Election
2021-09-15,Pune,Economy
2021-09-22,Delhi,Health
2022-07-17,Kolkata,Economy
2021-05-17,Bangalore,Economy
2017-08-18,Pune,Natural Calamity
2023-02-12,Delhi,Health
2020-10-27,Mumbai,Natural Calamity
2020-06-26,Delhi,Health
2022-08-15,Bangalore,Natural Calamity
2023-02-28,Kolkata,Economy
2017-11-10,Bangalore,Election
2021-01-21,Delhi,Health
2020-09-20,Delhi,Election
2017-11-28,Mumbai,Economy
2021-08-12,Mumbai,Economy
2021-04-29,Mumbai,Economy
2020-01-03,Chennai,Health
2019-06-01,Pune,Economy
2020-01-17,Delhi,Health
2022-09-15,Delhi,Economy
2022-05-14,Mumbai,Health
2018-06-21,Delhi,Economy
1999-09-27,Mumbai,Economy
2018-09-17,Delhi,Economy
2019-08-12,Delhi,Election
2019-07-30,Mumbai,Election
2021-09-21,Delhi,Economy
2020-09-14,Mumbai,Natural Calamity
2017-08-18,Hyderabad,Economy
2019-03-24,Mumbai,Economy
2020-12-24,Hyderabad,Election
1911-11-09,Kolkata,Health
2020-08-19,Lucknow,Health
2016-04-03,Hyderabad,Health
2022-09-03,Mumbai,Economy
2022-04-13,Delhi,Health
1984-11-22,Lucknow,Natural Calamity
2019-04-06,Hyderabad,Social Issues
2022-06-07,Mumbai,Social Issues
1987-06-19,Bangalore,Health
1994-02-17,Hyderabad,Social Issues
1945-08-09,Hyderabad,Election
2020-05-22,Mumbai,Health
2021-02-02,Delhi,Natural Calamity
2022-01-20,Delhi,Natural Calamity
2021-07-27,Kolkata,Economy
2020-05-18,Chennai,Health
1997-08-22,Delhi,Social Issues
2021-05-27,Delhi,Economy
2022-05-03,Kolkata,Health
2020-01-23,Bangalore,Social Issues
2022-05-16,Delhi,Natural Calamity
2021-05-20,Mumbai,Health
2020-03-04,Bangalore,Natural Calamity
2020-02-19,Bangalore,Health
2020-04-07,Ahmedabad,Natural Calamity
2021-08-05,Delhi,Social Issues
2019-05-18,Mumbai,Health
2020-08-05,Delhi,Economy
2019-07-17,Delhi,Economy
2021-01-01,Bangalore,Election
2022-02-16,Mumbai,Economy
2019-08-01,Delhi,Economy
2021-08-05,Delhi,Economy
2022-08-28,Mumbai,Health
2023-02-03,Hyderabad,Election
2019-10-14,Delhi,Election
2020-05-06,Mumbai,Economy
1999-02-01,Delhi,Health
2020-02-17,Pune,Health
2021-09-20,Hyderabad,Social Issues
2021-04-02,Mumbai,Natural Calamity
2020-05-07,Bangalore,Election
2020-07-14,Kolkata,Economy
2019-05-04,Delhi,Economy
2020-08-13,Mumbai,Social Issues
2022-08-18,Pune,Natural Calamity
2022-05-31,Kolkata,Economy
2021-12-26,Bangalore,Social Issues
2014-01-07,Delhi,Economy
2021-04-29,Delhi,Economy
2017-01-02,Hyderabad,Natural Calamity
1996-11-12,Delhi,Natural Calamity
2020-09-19,Delhi,Social Issues
2022-04-09,Kolkata,Social Issues
2017-01-18,Kolkata,Health
2021-09-27,Delhi,Natural Calamity
2020-07-28,Hyderabad,Economy
2021-06-16,Ahmedabad,Social Issues
2020-01-01,Delhi,Natural Calamity
2021-07-30,Delhi,Health
2020-06-13,Delhi,Social Issues
2020-05-08,Hyderabad,Natural Calamity
2021-06-17,Delhi,Health
2019-11-03,Delhi,Economy
2020-09-01,Pune,Natural Calamity
2021-07-29,Ahmedabad,Economy
2020-08-14,Mumbai,Social Issues
2020-02-14,Delhi,Social Issues
2020-04-12,Kolkata,Health
2021-02-02,Hyderabad,Economy
2020-06-24,Hyderabad,Economy
2020-07-29,Delhi,Economy
2022-08-11,Delhi,Economy
2019-04-23,Delhi,Economy
2019-07-14,Mumbai,Election
2021-04-01,Hyderabad,Election
2020-07-06,Kolkata,Health
2019-08-04,Lucknow,Social Issues
2019-11-09,Mumbai,Natural Calamity
2022-01-24,Pune,Natural Calamity
2022-09-26,Pune,Election
2021-12-24,Mumbai,Economy
2011-01-01,Delhi,Social Issues
2021-07-02,Mumbai,Social Issues
2020-08-30,Hyderabad,Social Issues
2020-07-04,Mumbai,Election
1947-08-15,Delhi,Social Issues
2021-01-01,Delhi,Economy
2021-02-06,Pune,Natural Calamity
2020-01-01,Bangalore,Economy
2017-09-15,Pune,Economy
2020-04-27,Pune,Economy
2022-09-15,Mumbai,Election
2023-04-15,Lucknow,Economy
2020-03-23,Chennai,Social Issues
2020-03-02,Hyderabad,Economy
2020-07-15,Hyderabad,Natural Calamity
2019-05-28,Jaipur,Economy
2021-07-27,Delhi,Economy
2020-02-25,Delhi,Natural Calamity
2020-04-16,Lucknow,Election
2022-03-14,Delhi,Economy
2020-01-10,Delhi,Natural Calamity
2020-03-21,Kolkata,Economy
2021-05-11,Hyderabad,Health
1973-10-12,Hyderabad,Social Issues
2021-02-11,Bangalore,Health
2021-07-04,Delhi,Natural Calamity
2020-07-18,Mumbai,Social Issues
2017-11-28,Ahmedabad,Natural Calamity
2020-12-25,Jaipur,Health
1999-12-31,Delhi,Health
2021-04-26,Delhi,Economy
2022-04-01,Delhi,Economy
2020-10-25,Hyderabad,Social Issues
2017-07-06,Delhi,Election
2022-01-22,Ahmedabad,Economy
2020-04-16,Mumbai,Economy
2020-07-01,Delhi,Economy
2019-06-10,Ahmedabad,Natural Calamity
2022-06-02,Bangalore,Social Issues
2018-09-13,Delhi,Natural Calamity
2018-08-08,Mumbai,Health
2018-05-12,Kolkata,Economy
2021-04-02,Hyderabad,Health
2021-06-14,Mumbai,Social Issues
2020-01-02,Mumbai,Economy
2022-11-26,Bangalore,Economy
1900-01-18,Hyderabad,Election
2020-05-02,Jaipur,Economy
2021-06-19,Mumbai,Natural Calamity
2020-02-14,Bangalore,Election
2022-06-04,Mumbai,Health
2017-01-21,Mumbai,Health
2021-10-25,Hyderabad,Health
2019-04-25,Delhi,Economy
2020-07-15,Kolkata,Economy
2019-11-24,Hyderabad,Natural Calamity
2021-04-01,Hyderabad,Economy
2022-02-08,Mumbai,Social Issues
2020-07-18,Delhi,Economy
2021-05-08,Ahmedabad,Natural Calamity
1950-02-19,Ahmedabad,Social Issues
2019-12-27,Ahmedabad,Economy
2019-05-25,Mumbai,Health
2020-06-10,Mumbai,Economy
2021-07-25,Mumbai,Social Issues
2020-08-31,Mumbai,Economy
2020-10-30,Mumbai,Economy
2011-07-01,Delhi,Natural Calamity
2022-04-19,Kolkata,Election
1950-04-12,Bangalore,Economy
2022-02-21,Ahmedabad,Economy
2020-03-11,Mumbai,Natural Calamity
2020-02-09,Delhi,Election
2020-09-18,Ahmedabad,Natural Calamity
1980-07-29,Kolkata,Health
2018-12-20,Ahmedabad,Economy
2020-06-11,Mumbai,Economy
2022-07-13,Delhi,Natural Calamity
2022-01-06,Delhi,Election
2022-02-20,Lucknow,Economy
2021-09-17,Mumbai,Natural Calamity
2020-06-01,Ahmedabad,Health
1991-03-01,Jaipur,Natural Calamity
1933-01-16,Delhi,Election
2020-09-22,Delhi,Health
2022-07-27,Delhi,Election
2018-05-15,Delhi,Election
2021-10-07,Bangalore,Economy
2020-04-01,Mumbai,Economy
2022-01-16,Hyderabad,Election
2022-12-05,Delhi,Economy
2022-05-01,Hyderabad,Election
2021-07-05,Delhi,Economy
2022-11-08,Delhi,Health
1935-03-13,Delhi,Health
2020-06-25,Mumbai,Health
2021-11-09,Mumbai,Social Issues
2022-06-12,Mumbai,Natural Calamity
2019-08-21,Bangalore,Election
2019-09-08,Bangalore,Economy
2014-02-21,Hyderabad,Health
2020-04-26,Bangalore,Natural Calamity
2020-06-16,Pune,Social Issues
2021-07-22,Mumbai,Natural Calamity
2022-12-29,Ahmedabad,Health
2016-08-19,Lucknow,Social Issues
2020-06-06,Jaipur,Election
2022-10-28,Delhi,Economy
2020-06-20,Bangalore,Economy
2021-07-29,Delhi,Economy
2020-06-19,Mumbai,Economy
2018-04-12,Mumbai,Health
2022-10-07,Mumbai,Natural Calamity
2019-04-17,Mumbai,Health
2019-03-01,Delhi,Health
2020-04-01,Bangalore,Economy
2015-10-25,Mumbai,Economy
2020-10-03,Mumbai,Natural Calamity
2018-12-02,Delhi,Health
2018-06-03,Hyderabad,Social Issues
2017-12-02,Delhi,Economy
1980-10-23,Bangalore,Economy
2022-08-28,Chennai,Economy
2022-08-21,Delhi,Economy
2022-06-12,Mumbai,Election
2020-09-15,Chennai,Social Issues
2020-04-29,Hyderabad,Health
2019-03-19,Hyderabad,Health
2022-02-17,Chennai,Election
2022-06-13,Delhi,Natural Calamity
1993-01-13,Delhi,Natural Calamity
2019-07-02,Chennai,Social Issues
2020-08-10,Pune,Natural Calamity
2023-01-22,Chennai,Election
2022-10-15,Delhi,Natural Calamity
2020-07-12,Ahmedabad,Economy
1960-01-01,Lucknow,Economy
2019-02-14,Delhi,Economy
2020-08-19,Delhi,Social Issues
2021-04-22,Ahmedabad,Economy
2017-09-11,Chennai,Natural Calamity
2022-06-25,Delhi,Natural Calamity
2020-04-08,Delhi,Health
2022-01-10,Delhi,Economy
2019-07-01,Bangalore,Health
2020-07-26,Delhi,Economy
2022-06-24,Ahmedabad,Economy
2020-05-19,Bangalore,Natural Calamity
2021-06-15,Hyderabad,Natural Calamity
2022-03-26,Mumbai,Social Issues
2022-05-07,Delhi,Economy
2019-12-27,Delhi,Election
2019-10-26,Delhi,Social Issues
2020-02-24,Delhi,Economy
1995-01-12,Delhi,Economy
2021-01-19,Ahmedabad,Economy
2022-06-18,Delhi,Social Issues
2020-04-24,Ahmedabad,Economy
2019-08-29,Delhi,Economy
2020-12-11,Delhi,Health
2021-01-17,Hyderabad,Election
2019-12-27,Delhi,Health
2020-03-23,Bangalore,Social Issues
2022-10-21,Hyderabad,Health
1998-07-04,Hyderabad,Social Issues
2020-03-16,Delhi,Natural Calamity
2021-11-26,Pune,Economy
2021-08-31,Pune,Health
2019-02-25,Mumbai,Health
2021-07-17,Hyderabad,Election
2020-07-29,Mumbai,Health
2019-04-03,Hyderabad,Election
2020-02-23,Mumbai,Social Issues
2022-06-15,Delhi,Health
2018-08-31,Mumbai,Social Issues
2021-03-18,Delhi,Natural Calamity
2020-08-25,Delhi,Natural Calamity
2018-07-03,Kolkata,Election
2022-06-07,Kolkata,Election
2022-08-26,Mumbai,Health
2020-11-01,Mumbai,Economy
1994-11-22,Mumbai,Economy
2020-02-17,Bangalore,Health
2021-05-12,Delhi,Health
2020-04-14,Delhi,Economy
1999-12-11,Hyderabad,Economy
2018-07-20,Mumbai,Natural Calamity
2018-03-15,Delhi,Economy
2020-10-14,Hyderabad,Economy
2018-09-06,Chennai,Economy
2020-09-16,Hyderabad,Natural Calamity
2016-05-11,Delhi,Social Issues
2021-04-06,Chennai,Health
2020-05-22,Delhi,Election
2021-05-28,Mumbai,Election
2023-01-15,Mumbai,Social Issues
2020-09-29,Delhi,Economy
2021-08-31,Ahmedabad,Economy
2021-03-21,Hyderabad,Election
2017-10-23,Mumbai,Social Issues
2022-07-03,Bangalore,Health
2020-09-22,Delhi,Election
2014-12-19,Delhi,Natural Calamity
2020-05-21,Delhi,Election
2018-05-22,Mumbai,Natural Calamity
2019-12-12,Delhi,Economy
2020-10-20,Mumbai,Social Issues
2022-11-24,Kolkata,Health
2020-10-25,Delhi,Social Issues
2015-03-22,Mumbai,Natural Calamity
2020-11-16,Jaipur,Social Issues
2016-06-12,Delhi,Health
1980-08-01,Bangalore,Natural Calamity
2020-03-21,Pune,Natural Calamity
2022-09-08,Delhi,Natural Calamity
2022-07-22,Mumbai,Economy
2020-12-05,Bangalore,Social Issues
2020-07-23,Mumbai,Health
2018-10-21,Delhi,Health
2020-09-02,Kolkata,Health
2021-07-29,Delhi,Election
2023-06-28,Delhi,Health
2021-03-29,Delhi,Social Issues
2020-08-06,Pune,Health
2020-06-06,Delhi,Natural Calamity
2021-08-20,Delhi,Health
2016-06-02,Delhi,Social Issues
2021-01-01,Ahmedabad,Natural Calamity
2022-09-05,Delhi,Economy
2021-06-14,Bangalore,Natural Calamity
2022-05-24,Bangalore,Election
2019-07-09,Mumbai,Economy
2020-10-24,Bangalore,Election
2015-05-31,Delhi,Economy
2020-07-15,Ahmedabad,Economy
2020-07-10,Ahmedabad,Economy
2019-02-01,Delhi,Social Issues
2020-04-26,Delhi,Economy
1995-02-05,Delhi,Natural Calamity
2019-05-23,Hyderabad,Economy
2021-08-03,Mumbai,Health
2019-01-03,Bangalore,Economy
2020-12-13,Bangalore,Health
2019-01-02,Delhi,Natural Calamity
2020-04-04,Chennai,Health
2021-07-24,Bangalore,Social Issues
2019-04-02,Chennai,Economy
2020-04-05,Mumbai,Natural Calamity
2022-08-10,Mumbai,Economy
2021-03-04,Mumbai,Natural Calamity
1999-05-29,Hyderabad,Economy
2020-11-05,Pune,Health
1985-10-10,Mumbai,Natural Calamity
2020-08-31,Kolkata,Economy
2021-11-19,Lucknow,Economy
2022-01-13,Hyderabad,Health
2012-03-25,Chennai,Election
2021-08-25,Delhi,Natural Calamity
2020-03-08,Bangalore,Election
2018-03-13,Hyderabad,Election
2020-02-04,Ahmedabad,Election
2020-06-09,Delhi,Election
2021-10-15,Delhi,Health
2020-06-24,Delhi,Election
2021-11-18,Mumbai,Economy
2019-07-23,Hyderabad,Economy
2021-06-09,Hyderabad,Election
2021-07-31,Chennai,Natural Calamity
2021-05-16,Chennai,Health
2020-11-01,Delhi,Health
2021-05-07,Mumbai,Economy
2020-08-14,Delhi,Economy
2020-04-29,Delhi,Natural Calamity
2020-07-02,Delhi,Economy
2022-01-28,Pune,Health
2022-02-10,Delhi,Economy
2019-01-17,Mumbai,Election
2016-04-09,Pune,Economy
2017-01-08,Delhi,Economy
2021-05-06,Delhi,Economy
2022-06-08,Hyderabad,Economy
1996-11-24,Mumbai,Election
2014-09-15,Delhi,Economy
2021-04-07,Mumbai,Economy
2021-06-02,Kolkata,Election
2021-03-03,Delhi,Social Issues
2020-12-21,Delhi,Economy
2020-11-19,Delhi,Economy
2021-02-26,Mumbai,Natural Calamity
2021-01-15,Hyderabad,Economy
2022-08-29,Bangalore,Election
2021-08-05,Hyderabad,Economy
2020-05-27,Hyderabad,Social Issues
2020-05-02,Mumbai,Health
1990-08-01,Ahmedabad,Economy
2020-08-14,Mumbai,Health
2021-01-22,Delhi,Election
2020-01-01,Bangalore,Health
2013-10-21,Hyderabad,Natural Calamity
2022-06-10,Mumbai,Social Issues
2020-04-02,Delhi,Social Issues
2022-04-24,Mumbai,Election
2020-04-16,Delhi,Social Issues
2021-04-18,Delhi,Natural Calamity
2021-05-16,Bangalore,Economy
2023-03-01,Delhi,Economy
2019-12-14,Delhi,Social Issues
2021-04-23,Bangalore,Health
2018-11-01,Delhi,Economy
2020-10-29,Mumbai,Health
2021-05-19,Mumbai,Social Issues
2020-01-01,Hyderabad,Economy
1911-07-16,Chennai,Election
2021-07-27,Mumbai,Health
2021-06-26,Pune,Natural Calamity
2020-02-17,Chennai,Health
2020-07-14,Ahmedabad,Economy
2019-07-31,Delhi,Economy
2021-04-12,Ahmedabad,Natural Calamity
2021-04-22,Delhi,Natural Calamity
2021-05-04,Delhi,Health
1973-02-16,Ahmedabad,Election
2021-06-23,Hyderabad,Economy
2022-09-24,Bangalore,Economy
2020-04-05,Delhi,Economy
2021-06-22,Bangalore,Health
1999-07-19,Delhi,Natural Calamity
2020-07-13,Delhi,Social Issues
1992-10-07,Delhi,Economy
2020-05-13,Delhi,Natural Calamity
2020-09-22,Delhi,Economy
2020-02-25,Delhi,Economy
2022-08-29,Hyderabad,Election
2020-03-28,Hyderabad,Natural Calamity
2020-05-18,Mumbai,Economy
2017-01-04,Delhi,Health
1929-04-24,Delhi,Health
2019-06-09,Mumbai,Economy
2020-02-27,Hyderabad,Health
2021-04-26,Hyderabad,Natural Calamity
2020-04-22,Mumbai,Election
2020-12-11,Chennai,Health
2021-01-02,Delhi,Economy
2021-04-03,Hyderabad,Natural Calamity
2021-03-25,Delhi,Economy
2020-12-26,Bangalore,Economy
2023-02-06,Mumbai,Health
2020-09-06,Mumbai,Economy
2019-07-24,Mumbai,Health
2019-09-01,Bangalore,Health
2017-01-18,Kolkata,Natural Calamity
2022-05-23,Chennai,Health
2020-05-31,Delhi,Election
2020-05-12,Mumbai,Natural Calamity
2018-10-15,Mumbai,Social Issues
2020-07-07,Mumbai,Economy
2019-07-25,Mumbai,Natural Calamity
2020-06-08,Mumbai,Health
2020-10-04,Hyderabad,Economy
2020-05-28,Mumbai,Economy
2021-02-24,Delhi,Natural Calamity
2020-09-22,Kolkata,Social Issues
2017-12-15,Delhi,Election
2022-04-21,Delhi,Natural Calamity
2021-03-21,Delhi,Economy
2020-09-12,Bangalore,Social Issues
2020-09-11,Bangalore,Social Issues
2022-02-21,Pune,Health
2018-12-01,Mumbai,Economy
2020-01-01,Mumbai,Natural Calamity
2013-04-07,Mumbai,Economy
2021-03-06,Delhi,Economy
2020-09-13,Chennai,Economy
2020-05-05,Pune,Economy
2020-08-19,Delhi,Election
2022-01-29,Delhi,Social Issues
2023-04-05,Delhi,Health
2022-06-30,Mumbai,Economy
2023-01-29,Lucknow,Health
2022-01-12,Mumbai,Natural Calamity
2019-05-02,Mumbai,Natural Calamity
2020-04-23,Mumbai,Economy
2020-07-11,Delhi,Economy
2021-12-28,Bangalore,Election
2021-04-29,Delhi,Natural Calamity
2018-02-13,Hyderabad,Economy
2020-07-08,Delhi,Economy
2022-03-06,Mumbai,Health
2020-07-15,Mumbai,Natural Calamity
2022-08-17,Delhi,Health
2021-04-01,Delhi,Social Issues
2021-03-15,Bangalore,Economy
2022-12-02,Delhi,Social Issues
2021-07-11,Pune,Economy
2020-04-12,Bangalore,Natural Calamity
2020-10-29,Ahmedabad,Natural Calamity
2021-03-24,Pune,Election
2020-09-03,Lucknow,Social Issues
2022-02-13,Delhi,Natural Calamity
2019-12-22,Delhi,Natural Calamity
2020-11-29,Pune,Election
2021-07-17,Delhi,Economy
2017-05-31,Delhi,Economy
2020-03-26,Hyderabad,Economy
2017-02-01,Delhi,Social Issues
2020-10-02,Bangalore,Economy
2021-06-09,Pune,Economy
2022-07-05,Delhi,Natural Calamity
2018-09-10,Bangalore,Economy
2022-01-20,Delhi,Natural Calamity
2020-01-23,Delhi,Economy
2013-09-09,Hyderabad,Election
2018-07-26,Chennai,Economy
2014-01-03,Hyderabad,Economy
2019-01-04,Mumbai,Health
2020-05-10,Kolkata,Economy
2022-02-03,Delhi,Health
2020-10-20,Kolkata,Social Issues
1910-12-12,Mumbai,Economy
2021-03-08,Mumbai,Health
2021-04-02,Delhi,Health
2021-04-10,Mumbai,Economy
2020-03-10,Bangalore,Economy
2021-09-09,Kolkata,Natural Calamity
2018-01-30,Delhi,Health
2018-11-26,Hyderabad,Economy
2020-06-06,Mumbai,Natural Calamity
2020-12-02,Pune,Natural Calamity
2022-04-02,Pune,Social Issues
2021-01-12,Hyderabad,Natural Calamity
1991-04-02,Delhi,Election
2020-02-14,Bangalore,Social Issues
2022-02-10,Lucknow,Economy
2021-06-28,Ahmedabad,Election
2021-04-21,Hyderabad,Natural Calamity
2020-02-12,Mumbai,Economy
1996-06-10,Mumbai,Natural Calamity
2021-08-28,Pune,Health
2020-05-18,Bangalore,Social Issues
2019-04-29,Lucknow,Economy
2021-01-04,Kolkata,Economy
2022-06-08,Jaipur,Economy
2020-11-27,Mumbai,Election
2021-07-25,Chennai,Economy
2021-12-01,Kolkata,Economy
2020-09-23,Delhi,Health
2020-06-28,Kolkata,Health
2019-03-27,Delhi,Economy
2020-12-17,Delhi,Natural Calamity
2021-07-06,Mumbai,Natural Calamity
2020-07-14,Delhi,Health
2020-11-10,Delhi,Natural Calamity
2020-04-21,Pune,Economy
2021-10-03,Hyderabad,Natural Calamity
2019-03-25,Pune,Economy
2020-01-01,Delhi,Social Issues
2020-07-04,Bangalore,Economy
2017-09-06,Delhi,Health
2021-04-07,Bangalore,Health
2022-01-15,Delhi,Economy
2020-09-27,Bangalore,Election
2021-08-10,Mumbai,Natural Calamity
2020-06-02,Mumbai,Social Issues
2020-07-07,Mumbai,Health
1999-04-09,Bangalore,Natural Calamity
